Fuel_ID,Equipment_ID,Usage_Date,Fuel_Liters
FUEL-201108,EQ-1105,2023-09-22,96.5
FUEL-201109,EQ-1142,2024-03-23,113.71
FUEL-201111,EQ-1063,2024-05-08,137.2
FUEL-201112,EQ-1029,2023-03-26,19.86
FUEL-201113,EQ-1128,2024-03-16,175.26
FUEL-201114,EQ-1015,2023-05-11,82.86
FUEL-201115,EQ-1127,2023-02-17,87.67
FUEL-201116,EQ-1090,2023-02-14,96.5
FUEL-201117,EQ-1017,2024-02-29,65.08
FUEL-201118,EQ-1076,2023-06-09,33.07
FUEL-201119,EQ-1089,2023-05-07,50.82
FUEL-201120,EQ-1149,2024-05-14,81.38
FUEL-201121,EQ-1091,2023-12-26,96.5
FUEL-201122,EQ-1061,2023-02-23,96.5
FUEL-201123,EQ-1088,2024-02-06,93.01
FUEL-201124,EQ-1140,2023-04-30,23.05
FUEL-201125,EQ-1026,2023-10-19,49.04
FUEL-201126,EQ-1058,2023-07-03,43.61
FUEL-201127,EQ-1106,2023-06-25,31.27
FUEL-201128,EQ-1085,2023-12-02,28.57
FUEL-201129,EQ-1141,2023-03-07,23.5
FUEL-201130,EQ-1083,2024-03-17,92.72
FUEL-201131,EQ-1079,2023-01-09,51.31
FUEL-201132,EQ-1028,2024-01-25,44.32
FUEL-201133,EQ-1142,2024-03-27,168.99
FUEL-201134,EQ-1060,2023-05-02,169.2
FUEL-201135,EQ-1106,2023-05-10,115.9
FUEL-201136,EQ-1012,2023-04-17,99.73
FUEL-201137,EQ-1119,2023-01-02,160.0
FUEL-201138,EQ-1085,2023-06-22,147.86
FUEL-201139,EQ-1094,2023-02-21,17.51
FUEL-201140,EQ-1019,2023-08-29,71.41
FUEL-201141,EQ-1093,2024-03-27,39.84
FUEL-201142,EQ-1051,2023-07-30,65.34
FUEL-201143,EQ-1093,2023-12-20,77.8
FUEL-201144,EQ-1044,2023-04-17,53.11
FUEL-201145,EQ-1115,2023-02-16,136.43
FUEL-201146,EQ-1091,2024-04-14,25.8
FUEL-201147,EQ-1017,2023-06-12,96.5
FUEL-201148,EQ-1148,2023-04-19,119.67
FUEL-201149,EQ-1029,2024-01-08,27.4
FUEL-201150,EQ-1019,2023-01-21,22.93
FUEL-201151,EQ-1084,2023-04-06,103.25
FUEL-201153,EQ-1046,2023-03-11,136.74
FUEL-201154,EQ-1002,2023-03-27,168.24
FUEL-201155,EQ-1125,2024-01-31,146.07
FUEL-201156,EQ-1080,2023-06-09,57.29
FUEL-201157,EQ-1060,2024-01-26,89.84
FUEL-201158,EQ-1148,2023-12-27,99.03
FUEL-201159,EQ-1119,2023-10-06,58.98
FUEL-201160,EQ-1069,2023-11-21,103.42
FUEL-201161,EQ-1134,2023-07-01,175.16
FUEL-201162,EQ-1020,2023-12-25,30.35
FUEL-201163,EQ-1033,2023-07-14,53.66
FUEL-201164,EQ-1136,2023-03-08,49.91
FUEL-201165,EQ-1090,2023-06-15,134.52
FUEL-201166,EQ-1028,2024-03-04,87.83
FUEL-201167,EQ-1055,2023-01-31,96.5
FUEL-201168,EQ-1054,2023-05-11,171.38
FUEL-201169,EQ-1144,2023-03-01,105.59
FUEL-201170,EQ-1040,2023-09-22,166.5
FUEL-201171,EQ-1082,2023-01-07,16.8
FUEL-201172,EQ-1009,2023-07-20,174.92
FUEL-201173,EQ-1085,2023-07-22,139.33
FUEL-201174,EQ-1041,2023-12-12,173.13
FUEL-201175,EQ-1078,2023-05-18,156.75
FUEL-201176,EQ-1115,2023-06-25,104.78
FUEL-201177,EQ-1082,2023-06-16,164.74
FUEL-201178,EQ-1133,2023-11-28,173.34
FUEL-201179,EQ-1062,2023-01-29,96.5
FUEL-201180,EQ-1144,2023-12-26,96.5
FUEL-201181,EQ-1079,2024-03-25,150.32
FUEL-201182,EQ-1103,2024-03-21,88.98
FUEL-201183,EQ-1015,2023-12-17,51.53
FUEL-201184,EQ-1075,2023-10-25,135.57
FUEL-201185,EQ-1036,2023-02-16,56.66
FUEL-201186,EQ-1050,2023-08-10,119.72
FUEL-201187,EQ-1111,2023-06-02,27.22
FUEL-201188,EQ-1066,2024-04-10,96.5
FUEL-201189,EQ-1088,2023-07-11,136.65
FUEL-201190,EQ-1141,2024-03-05,113.31
FUEL-201191,EQ-1094,2023-01-08,39.55
FUEL-201192,EQ-1143,2023-09-15,135.26
FUEL-201193,EQ-1136,2023-11-21,102.19
FUEL-201194,EQ-1025,2023-01-16,102.49
FUEL-201195,EQ-1072,2024-05-03,85.17
FUEL-201196,EQ-1065,2024-03-20,88.45
FUEL-201197,EQ-1117,2023-11-23,176.56
FUEL-201198,EQ-1089,2023-01-28,96.5
FUEL-201199,EQ-1113,2023-10-19,154.39
FUEL-201200,EQ-1012,2024-04-21,137.29
FUEL-201201,EQ-1067,2023-03-29,65.87
FUEL-201202,EQ-1078,2023-09-13,100.5
FUEL-201203,EQ-1124,2024-02-22,115.63
FUEL-201204,EQ-1041,2023-03-10,118.71
FUEL-201205,EQ-1101,2023-10-11,53.88
FUEL-201206,EQ-1002,2024-02-04,31.51
FUEL-201207,EQ-1026,2024-04-07,64.83
FUEL-201208,EQ-1119,2024-03-26,70.46
FUEL-201209,EQ-1113,2023-05-24,84.16
FUEL-201210,EQ-1113,2023-02-21,172.97
FUEL-201211,EQ-1132,2023-07-08,34.42
FUEL-201212,EQ-1133,2023-09-10,137.04
FUEL-201213,EQ-1044,2023-06-16,169.21
FUEL-201214,EQ-1133,2023-04-14,23.78
FUEL-201215,EQ-1022,2024-01-15,130.54
FUEL-201216,EQ-1023,2023-06-10,161.21
FUEL-201217,EQ-1048,2024-02-03,103.94
FUEL-201218,EQ-1067,2024-03-14,96.5
FUEL-201219,EQ-1127,2023-01-23,46.86
FUEL-201220,EQ-1073,2023-03-25,78.72
FUEL-201221,EQ-1027,2023-11-19,36.71
FUEL-201222,EQ-1000,2023-09-05,53.86
FUEL-201223,EQ-1029,2024-01-04,129.23
FUEL-201224,EQ-1053,2024-02-28,74.38
FUEL-201225,EQ-1011,2023-10-09,96.5
FUEL-201226,EQ-1051,2024-05-03,172.8
FUEL-201227,EQ-1142,2023-06-05,36.76
FUEL-201228,EQ-1096,2023-10-10,159.44
FUEL-201229,EQ-1075,2024-02-18,53.68
FUEL-201230,EQ-1125,2023-11-21,162.82
FUEL-201231,EQ-1033,2023-05-08,96.5
FUEL-201233,EQ-1108,2023-06-10,34.96
FUEL-201234,EQ-1131,2023-10-08,150.18
FUEL-201235,EQ-1044,2024-01-03,59.21
FUEL-201236,EQ-1100,2024-03-11,139.98
FUEL-201237,EQ-1149,2023-11-28,128.15
FUEL-201238,EQ-1049,2023-03-06,34.71
FUEL-201239,EQ-1149,2023-10-18,39.21
FUEL-201240,EQ-1028,2023-05-03,156.15
FUEL-201241,EQ-1020,2024-02-03,93.88
FUEL-201242,EQ-1013,2024-03-23,96.25
FUEL-201243,EQ-1067,2024-01-31,48.11
FUEL-201244,EQ-1055,2023-09-09,96.5
FUEL-201245,EQ-1054,2024-02-06,164.26
FUEL-201246,EQ-1013,2023-07-24,90.01
FUEL-201247,EQ-1062,2024-05-03,110.96
FUEL-201248,EQ-1113,2024-04-08,53.67
FUEL-201249,EQ-1059,2023-06-20,45.42
FUEL-201250,EQ-1136,2024-01-06,68.88
FUEL-201251,EQ-1074,2023-12-14,136.83
FUEL-201252,EQ-1134,2023-03-03,61.18
FUEL-201253,EQ-1009,2024-03-26,90.0
FUEL-201254,EQ-1109,2023-03-01,93.52
FUEL-201255,EQ-1005,2023-02-02,158.96
FUEL-201256,EQ-1122,2023-05-07,57.97
FUEL-201257,EQ-1130,2023-10-16,118.6
FUEL-201258,EQ-1132,2024-04-03,96.5
FUEL-201259,EQ-1042,2024-05-15,15.32
FUEL-201260,EQ-1002,2023-10-14,143.6
FUEL-201261,EQ-1080,2024-02-09,153.63
FUEL-201263,EQ-1112,2024-01-12,146.13
FUEL-201264,EQ-1069,2023-10-10,116.71
FUEL-201265,EQ-1127,2023-12-26,120.95
FUEL-201266,EQ-1034,2024-03-23,160.62
FUEL-201267,EQ-1147,2024-03-08,20.15
FUEL-201268,EQ-1109,2024-03-01,96.5
FUEL-201269,EQ-1056,2023-10-05,79.83
FUEL-201270,EQ-1010,2023-08-28,150.18
FUEL-201271,EQ-1069,2024-02-27,58.35
FUEL-201272,EQ-1042,2023-08-14,96.5
FUEL-201273,EQ-1026,2023-09-16,52.0
FUEL-201274,EQ-1033,2023-03-24,164.54
FUEL-201275,EQ-1095,2023-03-23,175.24
FUEL-201276,EQ-1037,2023-05-04,78.31
FUEL-201277,EQ-1059,2023-10-05,91.75
FUEL-201278,EQ-1119,2023-02-26,96.5
FUEL-201279,EQ-1048,2023-12-26,62.26
FUEL-201280,EQ-1015,2023-11-11,143.91
FUEL-201281,EQ-1129,2023-09-08,35.76
FUEL-201282,EQ-1023,2024-01-26,96.5
FUEL-201284,EQ-1005,2023-01-17,152.99
FUEL-201285,EQ-1040,2024-01-11,137.94
FUEL-201286,EQ-1053,2024-04-11,118.12
FUEL-201287,EQ-1038,2023-03-24,129.44
FUEL-201288,EQ-1072,2024-01-29,113.95
FUEL-201289,EQ-1044,2023-05-29,27.51
FUEL-201290,EQ-1079,2023-01-13,58.04
FUEL-201291,EQ-1001,2023-12-15,42.27
FUEL-201292,EQ-1115,2023-07-12,153.54
FUEL-201293,EQ-1052,2024-11-04,19.8
FUEL-201294,EQ-1017,2023-04-01,50.85
FUEL-201295,EQ-1142,2023-02-27,96.5
FUEL-201296,EQ-1099,2023-03-29,67.29
FUEL-201297,EQ-1033,2024-02-13,146.59
FUEL-201298,EQ-1047,2024-03-28,161.15
FUEL-201299,EQ-1033,2023-01-30,96.5
FUEL-201300,EQ-1017,2023-10-04,80.56
FUEL-201301,EQ-1107,2023-08-09,96.5
FUEL-201302,EQ-1024,2023-09-08,93.47
FUEL-201303,EQ-1020,2023-04-20,33.53
FUEL-201304,EQ-1026,2024-01-01,106.84
FUEL-201306,EQ-1063,2024-02-09,96.5
FUEL-201307,EQ-1103,2023-10-04,129.51
FUEL-201308,EQ-1013,2024-04-24,131.79
FUEL-201309,EQ-1121,2023-03-26,67.95
FUEL-201310,EQ-1032,2024-04-10,161.21
FUEL-201311,EQ-1047,2024-05-05,75.35
FUEL-201312,EQ-1080,2023-11-17,36.86
FUEL-201313,EQ-1064,2024-02-05,95.02
FUEL-201314,EQ-1048,2023-10-16,104.67
FUEL-201315,EQ-1102,2023-08-07,110.43
FUEL-201316,EQ-1009,2023-08-24,79.38
FUEL-201317,EQ-1136,2023-01-08,19.19
FUEL-201318,EQ-1046,2023-11-01,68.61
FUEL-201319,EQ-1133,2023-05-24,103.73
FUEL-201320,EQ-1083,2024-01-01,163.94
FUEL-201321,EQ-1020,2023-12-06,83.56
FUEL-201322,EQ-1062,2024-04-18,15.99
FUEL-201323,EQ-1067,2023-04-28,41.48
FUEL-201324,EQ-1016,2024-03-26,121.43
FUEL-201325,EQ-1064,2023-08-17,102.05
FUEL-201326,EQ-1124,2023-07-04,125.0
FUEL-201327,EQ-1137,2024-04-22,81.77
FUEL-201328,EQ-1019,2023-02-23,64.95
FUEL-201329,EQ-1121,2023-04-10,63.41
FUEL-201330,EQ-1118,2023-05-27,120.22
FUEL-201331,EQ-1087,2024-01-13,157.2
FUEL-201332,EQ-1072,2024-01-21,28.58
FUEL-201333,EQ-1018,2024-01-07,168.52
FUEL-201334,EQ-1088,2024-02-23,103.73
FUEL-201335,EQ-1138,2023-01-30,107.11
FUEL-201336,EQ-1065,2023-07-23,167.83
FUEL-201337,EQ-1010,2023-07-24,54.39
FUEL-201338,EQ-1085,2023-06-18,52.41
FUEL-201339,EQ-1022,2023-05-15,110.36
FUEL-201340,EQ-1042,2023-09-14,96.5
FUEL-201341,EQ-1100,2023-08-08,29.47
FUEL-201342,EQ-1145,2023-11-01,96.5
FUEL-201343,EQ-1005,2023-04-16,17.16
FUEL-201344,EQ-1130,2024-02-27,26.47
FUEL-201345,EQ-1036,2024-05-03,96.5
FUEL-201346,EQ-1075,2024-04-23,109.69
FUEL-201347,EQ-1092,2024-05-04,176.07
FUEL-201348,EQ-1018,2024-05-05,62.62
FUEL-201349,EQ-1048,2023-04-19,127.56
FUEL-201350,EQ-1029,2023-08-13,63.84
FUEL-201351,EQ-1143,2024-04-11,140.24
FUEL-201352,EQ-1051,2023-02-18,52.33
FUEL-201353,EQ-1127,2023-07-13,174.51
FUEL-201354,EQ-1056,2023-08-20,129.63
FUEL-201355,EQ-1135,2023-12-17,158.95
FUEL-201356,EQ-1049,2024-05-03,129.8
FUEL-201357,EQ-1105,2023-04-21,96.5
FUEL-201358,EQ-1036,2023-02-03,112.69
FUEL-201359,EQ-1089,2023-03-08,28.86
FUEL-201360,EQ-1146,2023-07-18,156.87
FUEL-201361,EQ-1065,2023-07-04,26.6
FUEL-201362,EQ-1035,2023-01-20,27.02
FUEL-201363,EQ-1109,2023-01-12,159.89
FUEL-201364,EQ-1008,2023-05-27,24.98
FUEL-201365,EQ-1072,2023-10-10,170.27
FUEL-201366,EQ-1132,2023-07-16,148.12
FUEL-201367,EQ-1072,2024-02-17,114.09
FUEL-201368,EQ-1036,2023-11-14,91.83
FUEL-201369,EQ-1002,2024-03-02,140.19
FUEL-201370,EQ-1048,2024-04-29,91.25
FUEL-201371,EQ-1093,2023-11-22,96.5
FUEL-201372,EQ-1133,2023-04-11,159.81
FUEL-201373,EQ-1092,2023-06-25,40.74
FUEL-201374,EQ-1101,2024-01-26,65.17
FUEL-201375,EQ-1053,2023-08-22,15.47
FUEL-201376,EQ-1066,2024-04-03,56.08
FUEL-201377,EQ-1014,2024-02-11,129.7
FUEL-201378,EQ-1015,2023-04-19,18.24
FUEL-201379,EQ-1069,2023-04-21,111.93
FUEL-201380,EQ-1061,2024-02-24,102.29
FUEL-201381,EQ-1123,2024-03-25,125.66
FUEL-201382,EQ-1039,2023-03-25,75.43
FUEL-201383,EQ-1111,2024-03-06,71.31
FUEL-201384,EQ-1022,2023-11-05,115.61
FUEL-201385,EQ-1035,2024-03-15,162.06
FUEL-201386,EQ-1044,2023-04-08,62.48
FUEL-201387,EQ-1005,2024-01-10,51.37
FUEL-201388,EQ-1045,2023-05-10,39.18
FUEL-201389,EQ-1058,2023-02-04,119.23
FUEL-201390,EQ-1123,2023-08-28,176.12
FUEL-201391,EQ-1091,2023-09-18,118.86
FUEL-201392,EQ-1099,2024-03-14,106.45
FUEL-201393,EQ-1125,2023-04-23,179.91
FUEL-201394,EQ-1026,2024-04-15,35.94
FUEL-201395,EQ-1145,2023-09-26,90.9
FUEL-201396,EQ-1006,2023-06-12,147.53
FUEL-201397,EQ-1011,2023-09-10,146.21
FUEL-201398,EQ-1097,2024-03-29,96.5
FUEL-201399,EQ-1124,2023-02-06,96.5
FUEL-201400,EQ-1020,2024-01-09,42.83
FUEL-201401,EQ-1066,2023-04-06,81.62
FUEL-201402,EQ-1123,2023-08-02,159.59
FUEL-201403,EQ-1032,2024-01-12,111.03
FUEL-201404,EQ-1000,2023-12-21,130.02
FUEL-201405,EQ-1063,2023-03-06,54.62
FUEL-201406,EQ-1009,2024-02-18,25.14
FUEL-201407,EQ-1104,2023-12-31,142.9
FUEL-201408,EQ-1020,2024-01-13,26.0
FUEL-201409,EQ-1018,2023-09-26,108.45
FUEL-201410,EQ-1126,2023-10-01,96.5
FUEL-201411,EQ-1081,2023-06-04,30.69
FUEL-201413,EQ-1060,2023-07-03,96.5
FUEL-201414,EQ-1105,2023-05-11,36.43
FUEL-201415,EQ-1069,2023-04-09,169.32
FUEL-201416,EQ-1059,2024-01-21,96.5
FUEL-201418,EQ-1088,2023-12-08,96.5
FUEL-201419,EQ-1033,2023-03-24,96.5
FUEL-201420,EQ-1024,2023-10-11,89.04
FUEL-201421,EQ-1049,2024-01-20,35.28
FUEL-201422,EQ-1009,2023-07-27,96.5
FUEL-201423,EQ-1142,2023-09-04,134.83
FUEL-201424,EQ-1026,2023-01-10,72.07
FUEL-201425,EQ-1069,2023-04-05,155.78
FUEL-201426,EQ-1032,2024-05-15,122.36
FUEL-201427,EQ-1049,2023-03-26,45.4
FUEL-201428,EQ-1046,2023-08-18,100.44
FUEL-201429,EQ-1125,2024-03-23,160.16
FUEL-201430,EQ-1125,2024-01-08,125.18
FUEL-201432,EQ-1012,2023-04-07,166.69
FUEL-201433,EQ-1053,2023-07-03,54.58
FUEL-201434,EQ-1050,2023-07-26,98.78
FUEL-201435,EQ-1077,2023-11-12,33.85
FUEL-201436,EQ-1056,2023-12-30,41.67
FUEL-201437,EQ-1099,2023-09-12,104.37
FUEL-201438,EQ-1022,2023-09-15,52.88
FUEL-201439,EQ-1076,2023-04-05,33.55
FUEL-201440,EQ-1130,2023-03-30,57.76
FUEL-201441,EQ-1146,2023-02-28,85.72
FUEL-201442,EQ-1069,2023-09-10,120.68
FUEL-201444,EQ-1066,2024-04-24,68.66
FUEL-201445,EQ-1084,2023-02-25,23.7
FUEL-201446,EQ-1076,2023-09-07,75.07
FUEL-201447,EQ-1110,2023-02-12,64.26
FUEL-201448,EQ-1024,2023-06-09,48.77
FUEL-201449,EQ-1038,2023-07-10,167.75
FUEL-201450,EQ-1054,2024-01-21,96.5
FUEL-201451,EQ-1057,2023-02-13,128.82
FUEL-201452,EQ-1067,2024-02-03,36.64
FUEL-201453,EQ-1117,2023-02-02,124.42
FUEL-201454,EQ-1036,2023-07-21,92.04
FUEL-201455,EQ-1014,2024-01-01,150.03
FUEL-201456,EQ-1089,2024-01-20,64.37
FUEL-201457,EQ-1136,2023-11-21,79.43
FUEL-201458,EQ-1079,2023-03-09,96.5
FUEL-201459,EQ-1091,2023-02-11,147.32
FUEL-201460,EQ-1144,2023-11-26,53.92
FUEL-201461,EQ-1115,2023-12-16,66.38
FUEL-201462,EQ-1149,2024-04-20,39.86
FUEL-201463,EQ-1091,2023-05-13,44.48
FUEL-201464,EQ-1058,2023-02-21,153.72
FUEL-201465,EQ-1068,2024-04-20,18.04
FUEL-201466,EQ-1054,2023-06-14,102.16
FUEL-201467,EQ-1056,2024-03-12,80.74
FUEL-201468,EQ-1020,2023-10-03,61.61
FUEL-201469,EQ-1044,2023-02-11,48.7
FUEL-201470,EQ-1127,2023-01-22,132.48
FUEL-201471,EQ-1053,2023-07-15,93.25
FUEL-201472,EQ-1082,2023-08-29,135.91
FUEL-201473,EQ-1077,2023-09-15,34.45
FUEL-201474,EQ-1096,2023-10-21,118.97
FUEL-201475,EQ-1103,2024-05-01,166.47
FUEL-201476,EQ-1105,2023-08-21,116.99
FUEL-201477,EQ-1086,2024-02-14,115.96
FUEL-201478,EQ-1144,2023-04-17,137.06
FUEL-201479,EQ-1028,2023-11-20,158.12
FUEL-201480,EQ-1048,2024-03-18,96.5
FUEL-201481,EQ-1055,2023-08-20,90.26
FUEL-201482,EQ-1103,2024-02-05,77.34
FUEL-201483,EQ-1111,2023-07-19,106.06
FUEL-201484,EQ-1029,2023-04-17,157.07
FUEL-201485,EQ-1072,2024-05-10,109.17
FUEL-201486,EQ-1047,2024-07-04,136.63
FUEL-201487,EQ-1127,2024-06-01,142.39
FUEL-201488,EQ-1145,2024-02-20,113.51
FUEL-201489,EQ-1020,2023-04-02,18.97
FUEL-201490,EQ-1059,2023-04-18,16.16
FUEL-201491,EQ-1141,2024-03-31,27.92
FUEL-201492,EQ-1020,2023-04-26,138.53
FUEL-201493,EQ-1061,2023-10-07,128.47
FUEL-201494,EQ-1055,2024-04-26,141.54
FUEL-201495,EQ-1050,2024-04-28,83.32
FUEL-201496,EQ-1073,2024-03-29,32.77
FUEL-201497,EQ-1028,2023-11-27,39.94
FUEL-201498,EQ-1148,2023-04-05,132.48
FUEL-201499,EQ-1087,2024-01-01,164.6
FUEL-201500,EQ-1009,2023-12-15,52.9
FUEL-201501,EQ-1036,2023-12-01,87.57
FUEL-201502,EQ-1060,2024-02-15,15.97
FUEL-201503,EQ-1137,2023-04-15,37.88
FUEL-201504,EQ-1076,2023-02-17,40.62
FUEL-201505,EQ-1149,2023-03-08,165.61
FUEL-201506,EQ-1023,2023-01-06,43.87
FUEL-201507,EQ-1061,2024-05-11,64.63
FUEL-201508,EQ-1089,2023-01-24,96.5
FUEL-201509,EQ-1096,2024-01-26,92.31
FUEL-201510,EQ-1119,2024-02-08,167.83
FUEL-201511,EQ-1136,2023-08-13,96.5
FUEL-201512,EQ-1043,2024-01-29,30.43
FUEL-201513,EQ-1079,2023-02-02,96.5
FUEL-201514,EQ-1038,2023-06-26,93.99
FUEL-201515,EQ-1142,2023-03-24,152.13
FUEL-201516,EQ-1131,2023-01-14,60.26
FUEL-201517,EQ-1144,2023-01-13,123.6
FUEL-201519,EQ-1005,2024-03-31,78.78
FUEL-201520,EQ-1041,2023-03-26,46.68
FUEL-201521,EQ-1141,2023-11-30,96.5
FUEL-201523,EQ-1006,2023-08-12,93.1
FUEL-201524,EQ-1013,2024-04-02,79.87
FUEL-201525,EQ-1009,2023-05-16,132.69
FUEL-201526,EQ-1149,2024-04-10,151.07
FUEL-201527,EQ-1080,2023-08-20,53.05
FUEL-201528,EQ-1069,2024-02-23,96.5
FUEL-201529,EQ-1086,2023-10-08,71.63
FUEL-201530,EQ-1110,2023-03-06,113.43
FUEL-201531,EQ-1070,2023-11-10,169.24
FUEL-201532,EQ-1060,2023-04-20,77.87
FUEL-201533,EQ-1090,2023-06-22,96.5
FUEL-201534,EQ-1040,2024-04-01,96.5
FUEL-201535,EQ-1048,2023-10-06,129.84
FUEL-201536,EQ-1115,2023-11-01,68.67
FUEL-201537,EQ-1139,2023-04-07,42.59
FUEL-201538,EQ-1029,2024-01-09,18.01
FUEL-201539,EQ-1115,2024-02-25,136.44
FUEL-201540,EQ-1143,2024-01-07,65.98
FUEL-201541,EQ-1144,2023-08-09,116.75
FUEL-201542,EQ-1118,2024-03-18,169.36
FUEL-201543,EQ-1139,2023-07-12,163.08
FUEL-201544,EQ-1012,2023-01-17,28.8
FUEL-201545,EQ-1058,2023-06-25,138.15
FUEL-201546,EQ-1003,2024-05-14,100.27
FUEL-201547,EQ-1066,2024-03-21,131.75
FUEL-201548,EQ-1040,2024-02-16,132.0
FUEL-201549,EQ-1076,2023-02-07,92.28
FUEL-201550,EQ-1047,2023-09-06,116.91
FUEL-201551,EQ-1038,2023-01-03,91.78
FUEL-201552,EQ-1064,2024-02-21,56.27
FUEL-201553,EQ-1069,2023-10-12,79.21
FUEL-201554,EQ-1120,2023-05-30,58.42
FUEL-201555,EQ-1002,2023-03-15,96.5
FUEL-201556,EQ-1139,2023-02-24,64.44
FUEL-201557,EQ-1125,2023-06-26,83.69
FUEL-201558,EQ-1055,2023-05-10,50.19
FUEL-201559,EQ-1066,2024-04-21,99.94
FUEL-201560,EQ-1058,2023-10-11,171.34
FUEL-201561,EQ-1021,2023-10-25,145.56
FUEL-201562,EQ-1036,2024-04-10,65.4
FUEL-201563,EQ-1133,2024-02-23,88.24
FUEL-201564,EQ-1013,2023-04-18,94.44
FUEL-201565,EQ-1079,2023-11-09,41.4
FUEL-201566,EQ-1090,2023-06-25,53.88
FUEL-201567,EQ-1063,2023-03-03,103.5
FUEL-201568,EQ-1006,2024-02-23,132.21
FUEL-201569,EQ-1121,2023-04-26,57.77
FUEL-201570,EQ-1071,2023-09-12,158.34
FUEL-201571,EQ-1051,2024-02-28,96.5
FUEL-201572,EQ-1038,2024-03-28,87.24
FUEL-201573,EQ-1063,2023-08-30,128.79
FUEL-201574,EQ-1048,2023-05-29,91.45
FUEL-201575,EQ-1116,2023-12-07,38.76
FUEL-201576,EQ-1048,2023-11-13,120.41
FUEL-201577,EQ-1027,2023-10-31,88.89
FUEL-201578,EQ-1081,2023-12-03,114.68
FUEL-201579,EQ-1095,2023-01-10,53.04
FUEL-201580,EQ-1073,2024-03-09,63.18
FUEL-201581,EQ-1062,2023-01-28,147.95
FUEL-201582,EQ-1065,2023-03-29,25.93
FUEL-201583,EQ-1045,2023-07-26,63.06
FUEL-201584,EQ-1051,2023-07-22,96.5
FUEL-201585,EQ-1063,2023-02-06,61.09
FUEL-201586,EQ-1000,2023-11-13,129.04
FUEL-201587,EQ-1100,2023-05-24,148.43
FUEL-201588,EQ-1086,2024-03-20,83.76
FUEL-201589,EQ-1105,2023-08-21,168.42
FUEL-201590,EQ-1122,2023-02-01,45.75
FUEL-201591,EQ-1036,2023-03-03,112.3
FUEL-201592,EQ-1017,2023-06-02,162.16
FUEL-201593,EQ-1113,2024-01-10,37.71
FUEL-201594,EQ-1102,2023-03-18,81.15
FUEL-201595,EQ-1009,2023-01-20,120.53
FUEL-201596,EQ-1142,2023-10-25,157.52
FUEL-201597,EQ-1056,2023-11-15,137.4
FUEL-201598,EQ-1036,2023-07-16,125.91
FUEL-201599,EQ-1012,2023-06-30,143.83
FUEL-201600,EQ-1105,2023-09-25,96.5
FUEL-201601,EQ-1075,2023-08-18,111.59
FUEL-201602,EQ-1102,2024-02-02,164.77
FUEL-201603,EQ-1010,2023-10-06,78.24
FUEL-201604,EQ-1109,2024-01-10,157.49
FUEL-201606,EQ-1143,2023-05-22,31.12
FUEL-201607,EQ-1117,2023-06-12,96.5
FUEL-201608,EQ-1120,2023-02-11,123.35
FUEL-201609,EQ-1137,2023-12-15,85.35
FUEL-201610,EQ-1010,2024-03-30,43.19
FUEL-201611,EQ-1045,2023-12-14,30.26
FUEL-201612,EQ-1092,2023-10-15,149.37
FUEL-201613,EQ-1076,2024-04-09,177.62
FUEL-201614,EQ-1133,2023-05-16,161.87
FUEL-201615,EQ-1019,2023-08-22,63.92
FUEL-201616,EQ-1113,2023-04-18,127.24
FUEL-201617,EQ-1116,2023-01-14,37.01
FUEL-201618,EQ-1068,2024-03-10,133.28
FUEL-201619,EQ-1064,2024-04-06,104.2
FUEL-201620,EQ-1125,2023-04-29,96.5
FUEL-201621,EQ-1020,2024-04-14,44.52
FUEL-201622,EQ-1003,2023-01-13,99.42
FUEL-201623,EQ-1034,2023-05-08,96.5
FUEL-201624,EQ-1079,2023-02-21,118.24
FUEL-201626,EQ-1064,2023-02-24,69.34
FUEL-201627,EQ-1080,2023-02-19,65.03
FUEL-201628,EQ-1082,2023-01-14,148.47
FUEL-201629,EQ-1094,2023-12-13,163.39
FUEL-201631,EQ-1093,2024-04-26,179.69
FUEL-201632,EQ-1106,2023-11-03,154.14
FUEL-201633,EQ-1018,2023-01-31,84.67
FUEL-201634,EQ-1108,2023-10-04,92.06
FUEL-201635,EQ-1080,2023-10-03,154.8
FUEL-201636,EQ-1009,2023-06-22,98.67
FUEL-201637,EQ-1087,2023-04-19,172.07
FUEL-201638,EQ-1058,2023-10-19,99.78
FUEL-201639,EQ-1007,2023-05-10,163.65
FUEL-201640,EQ-1106,2024-01-09,16.31
FUEL-201641,EQ-1067,2024-01-28,96.5
FUEL-201642,EQ-1141,2023-07-18,57.82
FUEL-201643,EQ-1124,2023-09-26,61.98
FUEL-201644,EQ-1072,2023-07-23,131.87
FUEL-201645,EQ-1064,2023-02-25,61.17
FUEL-201646,EQ-1038,2023-03-01,129.77
FUEL-201647,EQ-1102,2023-02-28,21.45
FUEL-201648,EQ-1085,2024-04-10,59.72
FUEL-201649,EQ-1100,2023-10-17,45.04
FUEL-201650,EQ-1049,2024-01-03,152.5
FUEL-201651,EQ-1014,2024-04-11,48.35
FUEL-201652,EQ-1038,2023-03-16,96.5
FUEL-201653,EQ-1082,2024-02-08,96.5
FUEL-201654,EQ-1042,2023-11-14,70.27
FUEL-201655,EQ-1035,2023-10-21,135.7
FUEL-201656,EQ-1085,2023-10-05,121.49
FUEL-201657,EQ-1039,2023-08-31,149.5
FUEL-201658,EQ-1092,2024-01-04,177.95
FUEL-201659,EQ-1104,2023-11-07,32.39
