Usage_ID,Equipment_ID,Operator_ID,Usage_Date,Hours_Used
USG-103079,EQ-1079,OP-205,2023-01-15,10.22
USG-103080,EQ-1062,OP-268,2023-10-17,4.05
USG-103081,EQ-1053,OP-255,2023-06-26,10.44
USG-103082,EQ-1053,OP-261,2024-01-22,2.58
USG-103083,EQ-1051,OP-263,2023-07-31,6.77
USG-103085,EQ-1099,OP-220,2023-12-25,6.03
USG-103086,EQ-1056,OP-247,2023-02-02,11.93
USG-103087,EQ-1088,OP-231,2023-09-08,5.62
USG-103088,EQ-1098,OP-252,2023-05-14,7.68
USG-103089,EQ-1071,OP-273,2023-05-28,1.73
USG-103090,EQ-1035,OP-252,2023-10-24,4.93
USG-103091,EQ-1085,OP-218,2024-02-24,9.54
USG-103092,EQ-1106,OP-222,2023-11-02,8.87
USG-103093,EQ-1149,OP-232,2023-12-17,2.27
USG-103094,EQ-1077,OP-247,2024-06-04,3.56
USG-103095,EQ-1118,OP-200,2023-05-27,9.09
USG-103096,EQ-1035,OP-266,2023-05-30,6.77
USG-103098,EQ-1036,OP-224,2023-08-16,8.78
USG-103099,EQ-1069,OP-250,2023-09-07,1.62
USG-103100,EQ-1056,OP-266,2023-08-07,11.88
USG-103101,EQ-1038,OP-206,2024-04-01,4.57
USG-103102,EQ-1032,OP-232,2024-01-31,3.65
USG-103103,EQ-1108,OP-273,2023-07-15,3.25
USG-103104,EQ-1138,OP-263,2024-01-06,3.67
USG-103106,EQ-1006,OP-247,2024-04-14,10.26
USG-103107,EQ-1048,OP-279,2023-07-09,7.42
USG-103109,EQ-1135,OP-207,2023-10-04,7.0
USG-103110,EQ-1009,OP-208,2023-02-01,2.17
USG-103111,EQ-1130,OP-227,2024-03-02,8.37
USG-103112,EQ-1055,OP-258,2023-06-13,6.77
USG-103113,EQ-1003,OP-251,2023-09-22,6.2
USG-103114,EQ-1115,OP-204,2023-02-16,3.13
USG-103115,EQ-1026,OP-277,2023-09-27,3.64
USG-103116,EQ-1111,OP-246,2023-09-22,9.89
USG-103117,EQ-1028,OP-273,2023-08-29,5.24
USG-103118,EQ-1133,OP-225,2023-03-23,1.94
USG-103119,EQ-1007,OP-268,2023-04-17,8.26
USG-103120,EQ-1089,OP-256,2023-12-28,5.33
USG-103121,EQ-1063,OP-275,2024-01-30,3.17
USG-103122,EQ-1036,OP-261,2023-06-21,6.77
USG-103123,EQ-1068,OP-254,2023-10-08,1.55
USG-103124,EQ-1051,OP-UNKNOWN,2024-02-08,10.96
USG-103125,EQ-1122,OP-255,2023-10-31,4.18
USG-103126,EQ-1094,OP-207,2023-03-26,5.39
USG-103127,EQ-1027,OP-200,2024-02-16,11.38
USG-103129,EQ-1057,OP-221,2024-05-01,6.29
USG-103130,EQ-1029,OP-264,2023-05-30,9.19
USG-103131,EQ-1099,OP-277,2023-01-02,3.04
USG-103132,EQ-1036,OP-235,2023-03-14,6.63
USG-103133,EQ-1013,OP-261,2024-03-10,11.85
USG-103134,EQ-1109,OP-274,2023-10-26,5.33
USG-103135,EQ-1089,OP-251,2024-01-30,7.88
USG-103136,EQ-1096,OP-230,2023-04-10,1.68
USG-103137,EQ-1038,OP-236,2024-04-28,8.66
USG-103138,EQ-1117,OP-223,2023-03-07,9.48
USG-103139,EQ-1003,OP-246,2023-12-21,5.92
USG-103141,EQ-1011,OP-219,2023-03-08,2.91
USG-103142,EQ-1146,OP-233,2024-03-08,6.29
USG-103143,EQ-1052,OP-236,2023-09-17,6.67
USG-103144,EQ-1047,OP-273,2023-07-26,4.15
USG-103145,EQ-1129,OP-249,2024-03-12,10.03
USG-103146,EQ-1053,OP-263,2023-12-21,5.94
USG-103147,EQ-1132,OP-250,2023-10-03,7.72
USG-103148,EQ-1127,OP-237,2023-02-01,6.77
USG-103149,EQ-1036,OP-250,2023-12-07,9.34
USG-103150,EQ-1081,OP-203,2023-10-14,10.15
USG-103151,EQ-1029,OP-225,2024-01-09,9.12
USG-103152,EQ-1081,OP-227,2023-07-15,10.92
USG-103153,EQ-1022,OP-207,2024-05-01,6.77
USG-103155,EQ-1136,OP-222,2023-09-27,5.03
USG-103156,EQ-1016,OP-276,2024-01-23,8.03
USG-103157,EQ-1067,OP-256,2023-08-02,5.88
USG-103158,EQ-1006,OP-210,2023-03-13,6.01
USG-103159,EQ-1146,OP-258,2024-04-02,6.31
USG-103161,EQ-1140,OP-231,2023-01-05,11.26
USG-103162,EQ-1128,OP-217,2023-02-18,9.34
USG-103163,EQ-1108,OP-260,2023-07-28,1.8
USG-103164,EQ-1103,OP-254,2023-09-03,6.7
USG-103165,EQ-1032,OP-269,2024-02-19,3.98
USG-103166,EQ-1091,OP-250,2024-03-26,6.33
USG-103167,EQ-1040,OP-255,2023-08-11,6.91
USG-103168,EQ-1049,OP-250,2023-02-13,4.91
USG-103169,EQ-1137,OP-200,2023-08-26,9.99
USG-103170,EQ-1027,OP-243,2023-11-15,6.06
USG-103171,EQ-1126,OP-203,2023-10-09,5.38
USG-103172,EQ-1006,OP-209,2024-04-15,2.81
USG-103173,EQ-1099,OP-270,2023-10-26,6.77
USG-103175,EQ-1078,OP-205,2023-01-29,1.96
USG-103176,EQ-1047,OP-276,2023-12-27,6.2
USG-103177,EQ-1125,OP-259,2023-01-26,9.63
USG-103178,EQ-1004,OP-219,2023-06-24,6.77
USG-103179,EQ-1009,OP-221,2023-10-20,6.77
USG-103180,EQ-1088,OP-223,2023-03-24,7.85
USG-103181,EQ-1143,OP-UNKNOWN,2023-03-28,6.77
USG-103182,EQ-1050,OP-UNKNOWN,2023-03-11,11.0
USG-103183,EQ-1108,OP-273,2023-08-20,9.82
USG-103184,EQ-1006,OP-241,2023-09-11,9.97
USG-103185,EQ-1078,OP-276,2023-07-08,11.04
USG-103186,EQ-1097,OP-263,2024-02-08,4.16
USG-103187,EQ-1065,OP-208,2023-05-24,7.26
USG-103188,EQ-1107,OP-265,2023-04-12,6.82
USG-103189,EQ-1143,OP-229,2023-12-05,7.24
USG-103190,EQ-1040,OP-263,2023-04-21,4.65
USG-103191,EQ-1039,OP-258,2023-08-31,11.21
USG-103192,EQ-1074,OP-252,2024-01-30,8.4
USG-103193,EQ-1076,OP-255,2023-11-02,1.83
USG-103194,EQ-1078,OP-207,2023-07-04,6.77
USG-103195,EQ-1068,OP-221,2024-01-11,6.77
USG-103196,EQ-1044,OP-277,2024-01-24,6.77
USG-103197,EQ-1058,OP-262,2024-04-09,4.8
USG-103198,EQ-1088,OP-200,2023-05-04,6.77
USG-103199,EQ-1085,OP-244,2023-02-26,8.74
USG-103200,EQ-1076,OP-202,2023-12-03,4.77
USG-103201,EQ-1016,OP-259,2023-11-02,8.56
USG-103202,EQ-1057,OP-279,2024-03-15,2.33
USG-103203,EQ-1025,OP-230,2023-12-03,6.77
USG-103204,EQ-1042,OP-223,2024-03-29,7.29
USG-103205,EQ-1097,OP-244,2023-02-26,6.71
USG-103206,EQ-1141,OP-244,2023-06-28,4.23
USG-103207,EQ-1010,OP-210,2023-10-27,6.5
USG-103208,EQ-1077,OP-245,2023-06-10,6.26
USG-103209,EQ-1106,OP-223,2023-10-06,3.6
USG-103212,EQ-1030,OP-256,2023-07-20,11.3
USG-103213,EQ-1059,OP-255,2023-04-05,11.19
USG-103214,EQ-1018,OP-263,2024-04-26,8.98
USG-103215,EQ-1138,OP-216,2024-04-13,6.13
USG-103216,EQ-1025,OP-227,2023-05-24,7.08
USG-103217,EQ-1009,OP-244,2024-03-11,8.33
USG-103218,EQ-1094,OP-231,2023-07-25,6.77
USG-103219,EQ-1141,OP-230,2023-02-24,5.3
USG-103220,EQ-1096,OP-277,2023-11-09,4.57
USG-103222,EQ-1111,OP-247,2023-04-26,1.9
USG-103223,EQ-1040,OP-274,2023-09-05,2.63
USG-103225,EQ-1086,OP-257,2023-04-20,10.34
USG-103226,EQ-1021,OP-264,2023-09-08,3.15
USG-103227,EQ-1063,OP-209,2024-02-07,6.34
USG-103228,EQ-1029,OP-245,2023-03-12,6.62
USG-103229,EQ-1074,OP-276,2024-01-15,5.42
USG-103230,EQ-1065,OP-206,2023-01-06,2.87
USG-103231,EQ-1133,OP-263,2023-10-12,9.32
USG-103232,EQ-1088,OP-221,2023-11-01,9.49
USG-103233,EQ-1012,OP-277,2024-02-04,5.78
USG-103234,EQ-1089,OP-208,2023-10-02,9.78
USG-103235,EQ-1024,OP-231,2024-03-01,3.31
USG-103236,EQ-1080,OP-231,2023-05-24,4.76
USG-103237,EQ-1025,OP-270,2023-03-28,1.83
USG-103238,EQ-1050,OP-209,2024-03-27,2.78
USG-103239,EQ-1105,OP-201,2023-05-02,8.64
USG-103240,EQ-1122,OP-248,2023-04-11,7.72
USG-103241,EQ-1124,OP-223,2023-01-24,2.35
USG-103242,EQ-1025,OP-260,2024-12-04,4.04
USG-103243,EQ-1007,OP-268,2024-03-05,3.78
USG-103245,EQ-1077,OP-246,2023-08-04,5.65
USG-103246,EQ-1029,OP-258,2023-08-08,6.18
USG-103247,EQ-1029,OP-264,2023-09-14,5.97
USG-103248,EQ-1102,OP-251,2024-01-27,6.13
USG-103249,EQ-1006,OP-263,2023-04-17,10.38
USG-103250,EQ-1073,OP-205,2023-03-26,8.38
USG-103251,EQ-1073,OP-208,2023-06-04,5.5
USG-103252,EQ-1052,OP-200,2023-06-01,9.96
USG-103253,EQ-1024,OP-222,2023-11-17,4.6
USG-103254,EQ-1101,OP-253,2023-04-17,6.53
USG-103255,EQ-1099,OP-268,2024-05-15,10.98
USG-103256,EQ-1055,OP-271,2024-02-04,6.77
USG-103257,EQ-1056,OP-277,2024-04-16,3.88
USG-103258,EQ-1088,OP-223,2024-01-18,8.92
USG-103259,EQ-1029,OP-221,2023-09-05,7.78
USG-103260,EQ-1011,OP-206,2023-07-13,7.58
USG-103261,EQ-1115,OP-265,2023-03-22,3.52
USG-103262,EQ-1029,OP-274,2024-01-31,2.06
USG-103263,EQ-1085,OP-267,2023-11-10,6.97
USG-103264,EQ-1147,OP-236,2023-10-25,2.1
USG-103265,EQ-1034,OP-215,2023-02-26,9.8
USG-103266,EQ-1091,OP-212,2023-10-11,11.95
USG-103267,EQ-1002,OP-263,2023-04-19,11.55
USG-103268,EQ-1104,OP-212,2023-07-28,7.76
USG-103269,EQ-1093,OP-257,2024-02-23,5.85
USG-103270,EQ-1078,OP-227,2023-09-07,2.43
USG-103271,EQ-1054,OP-275,2023-11-28,5.62
USG-103272,EQ-1042,OP-214,2024-01-26,6.75
USG-103273,EQ-1126,OP-221,2023-02-28,8.76
USG-103274,EQ-1030,OP-230,2023-02-09,4.96
USG-103275,EQ-1011,OP-277,2024-03-03,3.22
USG-103276,EQ-1075,OP-242,2023-09-15,10.99
USG-103277,EQ-1060,OP-275,2023-10-08,6.56
USG-103278,EQ-1055,OP-219,2023-03-16,10.87
USG-103279,EQ-1069,OP-276,2023-12-25,10.75
USG-103280,EQ-1065,OP-253,2024-04-04,10.1
USG-103281,EQ-1048,OP-204,2023-03-04,7.5
USG-103282,EQ-1066,OP-226,2024-01-06,3.95
USG-103283,EQ-1055,OP-277,2023-05-05,6.44
USG-103284,EQ-1086,OP-279,2023-01-24,8.45
USG-103285,EQ-1148,OP-217,2023-11-19,7.41
USG-103286,EQ-1045,OP-258,2023-09-05,4.95
USG-103287,EQ-1023,OP-265,2023-02-02,11.61
USG-103288,EQ-1109,OP-261,2023-12-21,3.88
USG-103289,EQ-1002,OP-223,2023-06-06,3.29
USG-103290,EQ-1069,OP-278,2023-09-26,3.91
USG-103291,EQ-1105,OP-231,2023-04-05,4.74
USG-103293,EQ-1069,OP-203,2023-03-22,10.29
USG-103294,EQ-1078,OP-244,2023-12-26,8.52
USG-103295,EQ-1016,OP-253,2023-05-21,4.49
USG-103296,EQ-1089,OP-269,2023-11-14,6.41
USG-103297,EQ-1034,OP-241,2023-02-17,6.84
USG-103298,EQ-1098,OP-209,2023-01-14,4.86
USG-103299,EQ-1147,OP-222,2023-01-19,6.54
USG-103300,EQ-1110,OP-254,2023-11-04,5.14
USG-103301,EQ-1098,OP-232,2023-02-17,7.19
USG-103302,EQ-1004,OP-229,2024-02-06,8.36
USG-103303,EQ-1075,OP-UNKNOWN,2023-08-06,3.47
USG-103304,EQ-1051,OP-266,2023-10-03,4.2
USG-103305,EQ-1026,OP-267,2023-07-15,9.18
USG-103306,EQ-1092,OP-222,2023-05-26,5.53
USG-103307,EQ-1034,OP-243,2023-01-11,10.12
USG-103308,EQ-1088,OP-271,2023-11-21,8.03
USG-103309,EQ-1069,OP-261,2024-03-07,6.77
USG-103310,EQ-1108,OP-226,2023-06-15,6.44
USG-103311,EQ-1066,OP-270,2023-09-25,6.77
USG-103312,EQ-1087,OP-270,2023-09-18,4.39
USG-103313,EQ-1102,OP-266,2024-05-07,7.16
USG-103315,EQ-1110,OP-210,2024-03-09,2.36
USG-103316,EQ-1055,OP-233,2024-02-12,11.43
USG-103317,EQ-1100,OP-245,2023-08-03,8.35
USG-103319,EQ-1046,OP-226,2024-05-11,8.22
USG-103320,EQ-1132,OP-235,2023-06-15,6.77
USG-103321,EQ-1104,OP-273,2024-02-09,4.76
USG-103322,EQ-1067,OP-271,2023-08-11,7.14
USG-103323,EQ-1084,OP-215,2023-06-03,4.97
USG-103324,EQ-1061,OP-262,2023-08-08,10.68
USG-103325,EQ-1018,OP-231,2023-09-22,9.47
USG-103326,EQ-1143,OP-249,2023-04-11,1.7
USG-103327,EQ-1005,OP-218,2023-08-13,5.0
USG-103328,EQ-1053,OP-UNKNOWN,2023-05-31,5.37
USG-103329,EQ-1125,OP-267,2023-07-12,6.77
USG-103330,EQ-1083,OP-206,2024-04-29,4.16
USG-103331,EQ-1054,OP-233,2023-07-26,9.35
USG-103332,EQ-1059,OP-209,2023-12-12,5.39
USG-103333,EQ-1022,OP-206,2023-08-18,10.8
USG-103334,EQ-1091,OP-254,2023-03-30,5.58
USG-103335,EQ-1113,OP-205,2023-09-18,11.11
USG-103336,EQ-1126,OP-263,2024-05-09,4.36
USG-103337,EQ-1061,OP-264,2023-12-31,10.41
USG-103338,EQ-1117,OP-203,2024-05-07,5.59
USG-103339,EQ-1121,OP-233,2024-03-22,6.54
USG-103340,EQ-1020,OP-256,2023-06-29,4.83
USG-103341,EQ-1053,OP-226,2023-01-31,6.77
USG-103342,EQ-1011,OP-235,2024-01-14,5.68
USG-103343,EQ-1038,OP-237,2024-01-05,11.82
USG-103344,EQ-1108,OP-243,2024-05-03,8.61
USG-103345,EQ-1110,OP-201,2024-03-17,1.8
USG-103346,EQ-1020,OP-231,2024-02-22,8.49
USG-103347,EQ-1019,OP-276,2023-09-14,10.25
USG-103348,EQ-1022,OP-240,2023-09-15,9.77
USG-103349,EQ-1109,OP-239,2023-08-29,6.86
USG-103350,EQ-1104,OP-200,2023-05-24,5.82
USG-103351,EQ-1098,OP-218,2023-12-29,8.98
USG-103352,EQ-1087,OP-275,2023-11-07,2.21
USG-103353,EQ-1059,OP-200,2024-01-09,6.71
USG-103354,EQ-1004,OP-261,2023-12-15,3.33
USG-103355,EQ-1064,OP-208,2023-04-21,5.45
USG-103356,EQ-1078,OP-231,2023-04-20,4.16
USG-103357,EQ-1128,OP-233,2023-08-22,2.85
USG-103358,EQ-1067,OP-202,2024-04-21,3.25
USG-103359,EQ-1129,OP-228,2024-03-05,11.12
USG-103360,EQ-1104,OP-263,2023-09-03,11.68
USG-103361,EQ-1019,OP-224,2023-01-05,3.55
USG-103362,EQ-1107,OP-268,2024-02-22,8.03
USG-103364,EQ-1014,OP-266,2023-06-05,11.72
USG-103365,EQ-1141,OP-242,2023-07-04,11.72
USG-103366,EQ-1117,OP-279,2023-04-02,10.47
USG-103367,EQ-1079,OP-273,2023-02-16,1.93
USG-103368,EQ-1050,OP-208,2024-02-24,4.22
USG-103369,EQ-1044,OP-220,2023-02-22,7.53
USG-103370,EQ-1061,OP-206,2024-03-06,3.32
USG-103372,EQ-1063,OP-245,2023-07-05,6.77
USG-103373,EQ-1057,OP-207,2024-02-18,6.77
USG-103374,EQ-1022,OP-212,2024-04-02,9.27
USG-103375,EQ-1140,OP-240,2023-06-13,8.93
USG-103376,EQ-1078,OP-238,2023-03-03,3.43
USG-103377,EQ-1036,OP-278,2024-03-15,3.1
USG-103378,EQ-1021,OP-213,2023-01-12,8.8
USG-103379,EQ-1097,OP-211,2023-01-09,10.32
USG-103380,EQ-1134,OP-220,2023-12-07,2.8
USG-103381,EQ-1106,OP-216,2023-03-19,6.74
USG-103382,EQ-1102,OP-248,2024-03-03,11.52
USG-103383,EQ-1049,OP-263,2023-10-21,9.33
USG-103385,EQ-1051,OP-203,2023-01-24,11.09
USG-103386,EQ-1086,OP-216,2023-05-11,11.36
USG-103387,EQ-1089,OP-242,2023-04-06,4.98
USG-103388,EQ-1005,OP-218,2024-04-12,1.67
USG-103389,EQ-1073,OP-222,2024-02-10,1.63
USG-103390,EQ-1076,OP-233,2023-08-19,11.79
USG-103391,EQ-1010,OP-202,2023-05-12,11.71
USG-103392,EQ-1084,OP-233,2023-04-15,4.96
USG-103393,EQ-1110,OP-228,2023-09-21,11.23
USG-103394,EQ-1097,OP-278,2023-11-16,6.77
USG-103395,EQ-1013,OP-216,2024-03-29,1.74
USG-103396,EQ-1025,OP-224,2023-10-12,6.56
USG-103397,EQ-1114,OP-210,2024-01-21,6.77
USG-103398,EQ-1053,OP-232,2024-03-14,11.9
USG-103399,EQ-1062,OP-272,2023-05-29,9.41
USG-103400,EQ-1144,OP-246,2023-04-30,4.01
USG-103401,EQ-1023,OP-252,2023-08-31,6.77
USG-103402,EQ-1056,OP-250,2023-10-09,10.58
USG-103403,EQ-1103,OP-267,2024-01-19,4.98
USG-103404,EQ-1038,OP-221,2023-07-08,7.12
USG-103405,EQ-1040,OP-221,2024-01-03,6.77
USG-103406,EQ-1134,OP-231,2023-07-11,6.85
USG-103407,EQ-1137,OP-254,2023-09-06,6.78
USG-103408,EQ-1102,OP-270,2023-04-23,4.45
USG-103409,EQ-1147,OP-218,2023-02-10,2.35
USG-103410,EQ-1088,OP-242,2023-11-04,8.85
USG-103411,EQ-1137,OP-235,2023-02-14,6.77
USG-103412,EQ-1134,OP-220,2023-08-08,10.31
USG-103413,EQ-1126,OP-242,2023-04-25,9.76
USG-103414,EQ-1091,OP-255,2023-06-09,6.13
USG-103415,EQ-1060,OP-201,2024-04-12,3.67
USG-103416,EQ-1047,OP-214,2023-07-22,2.4
USG-103417,EQ-1147,OP-219,2023-03-30,7.01
USG-103418,EQ-1055,OP-276,2023-03-27,2.01
USG-103420,EQ-1002,OP-225,2024-04-10,6.77
USG-103421,EQ-1085,OP-256,2024-01-18,7.03
USG-103422,EQ-1124,OP-244,2023-06-17,1.67
USG-103423,EQ-1039,OP-205,2023-11-11,4.31
USG-103424,EQ-1103,OP-217,2023-09-11,9.37
USG-103425,EQ-1076,OP-208,2023-02-24,7.07
USG-103426,EQ-1104,OP-219,2024-02-16,3.29
USG-103427,EQ-1091,OP-227,2023-10-13,6.77
USG-103429,EQ-1094,OP-265,2023-05-17,6.18
USG-103430,EQ-1005,OP-243,2023-02-12,8.82
USG-103431,EQ-1129,OP-261,2023-07-11,8.61
USG-103432,EQ-1024,OP-277,2024-02-04,2.55
USG-103433,EQ-1138,OP-231,2023-09-22,7.49
USG-103434,EQ-1113,OP-248,2024-02-04,6.55
USG-103435,EQ-1077,OP-233,2023-11-29,10.27
USG-103436,EQ-1110,OP-263,2023-02-22,7.42
USG-103437,EQ-1000,OP-234,2024-01-29,6.61
USG-103438,EQ-1061,OP-214,2023-06-27,6.4
USG-103439,EQ-1012,OP-242,2023-11-26,3.9
USG-103440,EQ-1067,OP-209,2024-02-24,7.13
USG-103441,EQ-1090,OP-259,2024-05-07,2.59
USG-103442,EQ-1124,OP-250,2023-10-01,6.41
USG-103443,EQ-1080,OP-218,2023-10-02,7.3
USG-103444,EQ-1149,OP-244,2023-09-06,6.62
USG-103445,EQ-1025,OP-251,2023-01-23,7.07
USG-103446,EQ-1030,OP-252,2023-03-27,8.38
USG-103447,EQ-1077,OP-238,2023-01-10,9.97
USG-103448,EQ-1113,OP-212,2023-05-11,7.69
USG-103449,EQ-1062,OP-215,2023-10-12,5.07
USG-103450,EQ-1055,OP-236,2023-07-10,2.79
USG-103451,EQ-1099,OP-209,2023-08-24,8.42
USG-103452,EQ-1026,OP-204,2024-04-26,8.29
USG-103453,EQ-1125,OP-276,2023-04-02,8.64
USG-103454,EQ-1039,OP-246,2023-10-24,7.27
USG-103455,EQ-1149,OP-251,2023-12-13,9.8
USG-103456,EQ-1061,OP-245,2023-12-27,6.64
USG-103457,EQ-1034,OP-227,2023-05-19,3.92
USG-103458,EQ-1027,OP-278,2023-01-04,7.84
USG-103459,EQ-1079,OP-239,2024-05-14,10.44
USG-103460,EQ-1080,OP-272,2023-07-31,2.16
USG-103461,EQ-1133,OP-225,2023-12-27,8.51
USG-103462,EQ-1116,OP-229,2024-02-16,10.36
USG-103463,EQ-1039,OP-203,2023-09-20,3.41
USG-103464,EQ-1106,OP-260,2024-02-19,9.67
USG-103465,EQ-1129,OP-266,2023-07-19,2.43
USG-103466,EQ-1032,OP-221,2023-02-08,4.88
USG-103467,EQ-1096,OP-213,2023-10-27,7.46
USG-103468,EQ-1085,OP-239,2023-07-21,6.24
USG-103469,EQ-1069,OP-247,2023-12-25,10.1
USG-103470,EQ-1019,OP-212,2024-02-13,10.43
USG-103471,EQ-1087,OP-248,2024-04-16,1.69
USG-103472,EQ-1014,OP-269,2023-02-21,10.29
USG-103473,EQ-1131,OP-212,2023-10-02,6.71
USG-103474,EQ-1097,OP-221,2023-01-15,6.98
USG-103476,EQ-1099,OP-UNKNOWN,2023-01-01,5.65
USG-103477,EQ-1123,OP-273,2023-01-06,6.57
USG-103478,EQ-1139,OP-259,2023-07-13,1.53
USG-103479,EQ-1123,OP-208,2023-11-22,6.74
USG-103480,EQ-1139,OP-266,2023-07-22,2.58
USG-103481,EQ-1147,OP-228,2024-03-29,10.37
USG-103482,EQ-1102,OP-254,2023-08-28,2.37
USG-103483,EQ-1059,OP-202,2023-07-18,9.87
USG-103484,EQ-1144,OP-262,2023-11-27,5.03
USG-103485,EQ-1029,OP-276,2023-08-19,2.23
USG-103486,EQ-1143,OP-224,2023-07-23,5.61
USG-103487,EQ-1118,OP-215,2024-05-06,7.78
USG-103488,EQ-1101,OP-243,2024-05-02,2.98
USG-103489,EQ-1146,OP-203,2023-10-09,9.82
USG-103490,EQ-1036,OP-277,2023-04-29,7.22
USG-103492,EQ-1083,OP-261,2023-06-09,7.53
USG-103494,EQ-1022,OP-269,2023-05-06,5.36
USG-103495,EQ-1149,OP-272,2023-10-24,9.98
USG-103496,EQ-1116,OP-263,2023-02-11,3.52
USG-103497,EQ-1128,OP-207,2024-04-02,6.77
USG-103498,EQ-1097,OP-UNKNOWN,2023-02-17,10.0
USG-103499,EQ-1142,OP-226,2023-05-03,2.71
USG-103500,EQ-1103,OP-255,2024-03-15,3.86
USG-103502,EQ-1057,OP-274,2024-02-10,9.12
USG-103503,EQ-1127,OP-233,2024-03-20,4.67
USG-103504,EQ-1136,OP-275,2023-06-05,9.12
USG-103505,EQ-1029,OP-244,2023-07-18,4.54
USG-103506,EQ-1116,OP-274,2024-04-01,9.04
USG-103508,EQ-1078,OP-246,2023-05-29,5.08
USG-103509,EQ-1144,OP-219,2023-03-27,4.61
USG-103510,EQ-1006,OP-274,2023-01-06,8.7
USG-103511,EQ-1089,OP-201,2024-03-07,9.15
USG-103512,EQ-1104,OP-266,2023-03-09,6.5
USG-103513,EQ-1113,OP-258,2023-08-13,9.45
USG-103514,EQ-1144,OP-252,2023-03-15,7.69
USG-103515,EQ-1113,OP-210,2023-01-29,11.88
USG-103516,EQ-1141,OP-222,2023-04-06,6.77
USG-103517,EQ-1042,OP-220,2023-04-29,4.04
USG-103518,EQ-1055,OP-229,2023-05-10,6.77
USG-103519,EQ-1007,OP-248,2023-10-17,3.88
USG-103520,EQ-1102,OP-216,2023-04-08,5.61
USG-103521,EQ-1078,OP-264,2023-06-25,2.01
USG-103522,EQ-1067,OP-271,2023-06-22,11.44
USG-103523,EQ-1029,OP-266,2024-06-02,5.18
USG-103524,EQ-1036,OP-200,2023-06-15,9.48
USG-103525,EQ-1033,OP-203,2023-09-03,5.95
USG-103526,EQ-1114,OP-203,2023-12-14,7.7
USG-103527,EQ-1031,OP-209,2024-04-14,2.48
USG-103528,EQ-1083,OP-253,2024-04-17,7.56
USG-103529,EQ-1120,OP-261,2023-03-23,3.63
USG-103530,EQ-1019,OP-220,2024-02-17,5.79
USG-103531,EQ-1028,OP-273,2023-07-20,1.59
USG-103532,EQ-1046,OP-264,2023-01-04,6.77
USG-103533,EQ-1010,OP-262,2023-06-09,6.77
USG-103534,EQ-1037,OP-200,2023-02-12,4.62
USG-103535,EQ-1017,OP-267,2023-09-13,8.81
USG-103536,EQ-1068,OP-216,2024-03-23,1.69
USG-103537,EQ-1043,OP-273,2023-08-18,2.03
USG-103538,EQ-1101,OP-268,2024-04-10,7.2
USG-103539,EQ-1048,OP-273,2024-05-10,2.99
USG-103540,EQ-1142,OP-268,2023-12-29,9.85
USG-103541,EQ-1085,OP-276,2023-03-20,2.29
USG-103542,EQ-1136,OP-212,2023-11-14,6.77
USG-103543,EQ-1027,OP-263,2023-11-08,8.53
USG-103544,EQ-1033,OP-273,2023-03-08,3.12
USG-103545,EQ-1090,OP-229,2023-12-27,10.34
USG-103546,EQ-1147,OP-225,2024-01-22,3.2
USG-103547,EQ-1087,OP-247,2024-04-13,6.01
USG-103548,EQ-1113,OP-276,2023-03-26,6.4
USG-103549,EQ-1117,OP-214,2024-02-10,4.64
USG-103550,EQ-1060,OP-220,2023-07-17,6.93
USG-103551,EQ-1017,OP-273,2024-05-02,6.43
USG-103552,EQ-1111,OP-259,2023-09-03,4.62
USG-103553,EQ-1050,OP-243,2024-03-16,6.95
USG-103554,EQ-1096,OP-214,2023-06-22,10.44
USG-103555,EQ-1132,OP-205,2024-03-03,1.99
USG-103556,EQ-1069,OP-202,2023-11-25,7.6
USG-103557,EQ-1012,OP-206,2023-10-18,5.9
USG-103558,EQ-1058,OP-216,2023-05-28,8.79
USG-103559,EQ-1035,OP-233,2023-11-01,6.77
USG-103560,EQ-1059,OP-210,2024-01-03,8.11
USG-103561,EQ-1025,OP-218,2023-08-27,2.69
USG-103562,EQ-1046,OP-208,2023-05-13,5.92
USG-103563,EQ-1003,OP-208,2023-09-25,9.87
USG-103564,EQ-1084,OP-234,2023-08-18,7.54
USG-103565,EQ-1082,OP-253,2024-04-11,9.87
USG-103566,EQ-1090,OP-276,2023-01-11,9.58
USG-103567,EQ-1077,OP-230,2023-07-26,6.77
USG-103568,EQ-1144,OP-UNKNOWN,2023-01-20,6.04
USG-103569,EQ-1104,OP-239,2023-06-04,4.12
USG-103570,EQ-1083,OP-206,2024-01-01,4.11
USG-103571,EQ-1126,OP-207,2024-01-12,10.02
USG-103572,EQ-1146,OP-225,2023-06-06,5.7
USG-103574,EQ-1142,OP-242,2023-08-22,10.17
USG-103575,EQ-1056,OP-261,2023-04-30,10.93
USG-103576,EQ-1012,OP-229,2023-08-05,3.1
USG-103577,EQ-1064,OP-272,2023-10-03,6.32
USG-103578,EQ-1058,OP-241,2024-04-13,6.77
USG-103579,EQ-1033,OP-203,2023-09-07,5.24
USG-103580,EQ-1127,OP-275,2024-05-04,8.83
USG-103581,EQ-1038,OP-238,2024-04-29,2.33
USG-103582,EQ-1095,OP-211,2023-03-09,10.03
USG-103583,EQ-1132,OP-211,2024-03-08,11.72
USG-103584,EQ-1005,OP-228,2024-01-09,4.17
USG-103585,EQ-1017,OP-260,2023-02-26,9.44
