Maintenance_ID,Equipment_ID,Maintenance_Date,Type,Cost
MNT-300847,EQ-1016,2023-07-15,Routine Service,2952.57
MNT-300848,EQ-1001,2023-01-16,Oil Change,679.69
MNT-300849,EQ-1011,2023-09-27,Engine Overhaul,3040.18
MNT-300850,EQ-1096,2023-09-20,Brake Check,3199.78
MNT-300851,EQ-1058,2023-02-04,Tire Replacement,2442.63
MNT-300852,EQ-1105,2023-09-11,Oil Change,1002.07
MNT-300853,EQ-1016,2023-12-03,Engine Overhaul,2123.96
MNT-300854,EQ-1017,2023-09-05,Hydraulic Repair,590.13
MNT-300855,EQ-1028,2023-09-13,Tire Replacement,3177.73
MNT-300856,EQ-1105,2024-01-11,Oil Change,1798.78
MNT-300857,EQ-1054,2023-12-06,Engine Overhaul,485.42
MNT-300858,EQ-1079,2023-03-11,Oil Change,1823.41
MNT-300859,EQ-1149,2023-12-24,Routine Service,212.67
MNT-300860,EQ-1126,2024-03-23,Routine Service,987.36
MNT-300861,EQ-1071,2024-04-03,Engine Overhaul,2476.92
MNT-300862,EQ-1081,2023-08-01,Engine Overhaul,2128.6
MNT-300863,EQ-1115,2023-02-22,Brake Check,3090.24
MNT-300864,EQ-1082,2024-02-28,Oil Change,1798.78
MNT-300865,EQ-1071,2023-04-28,Brake Check,2735.64
MNT-300866,EQ-1106,2023-10-21,Tire Replacement,194.02
MNT-300867,EQ-1104,2023-07-10,Hydraulic Repair,776.6
MNT-300868,EQ-1006,2024-01-06,Routine Service,2391.43
MNT-300869,EQ-1081,2023-11-25,Filter Change,1627.65
MNT-300870,EQ-1020,2023-04-30,Tire Replacement,756.19
MNT-300871,EQ-1070,2024-03-08,Engine Overhaul,2461.03
MNT-300872,EQ-1121,2023-02-16,Hydraulic Repair,2835.52
MNT-300873,EQ-1088,2023-02-11,Engine Overhaul,1312.31
MNT-300874,EQ-1025,2023-05-29,Routine Service,3488.41
MNT-300875,EQ-1022,2023-02-10,Oil Change,3228.1
MNT-300876,EQ-1105,2023-11-25,Tire Replacement,689.35
MNT-300877,EQ-1061,2024-01-28,Hydraulic Repair,1522.26
MNT-300878,EQ-1094,2023-02-15,Hydraulic Repair,1711.45
MNT-300879,EQ-1001,2023-07-01,Tire Replacement,1798.78
MNT-300880,EQ-1072,2023-12-04,Routine Service,1798.78
MNT-300881,EQ-1079,2023-07-29,Engine Overhaul,1632.27
MNT-300882,EQ-1128,2024-03-04,Engine Overhaul,1798.78
MNT-300883,EQ-1103,2023-09-15,Engine Overhaul,1803.89
MNT-300884,EQ-1000,2024-04-02,Brake Check,1478.72
MNT-300885,EQ-1144,2023-06-30,Tire Replacement,2905.23
MNT-300886,EQ-1043,2023-11-07,Oil Change,1358.91
MNT-300887,EQ-1005,2024-02-24,Hydraulic Repair,3095.65
MNT-300888,EQ-1026,2024-02-10,Hydraulic Repair,805.31
MNT-300889,EQ-1073,2023-09-17,Routine Service,3471.29
MNT-300890,EQ-1014,2024-02-24,Filter Change,1784.28
MNT-300891,EQ-1033,2023-03-03,Oil Change,2454.61
MNT-300892,EQ-1137,2023-04-03,Tire Replacement,1992.4
MNT-300893,EQ-1075,2023-06-13,Hydraulic Repair,676.36
MNT-300894,EQ-1109,2023-03-22,Tire Replacement,1110.16
MNT-300895,EQ-1121,2024-04-23,Routine Service,630.82
MNT-300896,EQ-1120,2024-03-19,Tire Replacement,2396.11
MNT-300897,EQ-1093,2023-11-16,Engine Overhaul,1798.78
MNT-300898,EQ-1056,2024-01-30,Brake Check,1691.53
MNT-300899,EQ-1014,2023-07-21,Filter Change,2207.41
MNT-300900,EQ-1012,2023-09-03,Routine Service,3270.63
MNT-300901,EQ-1015,2023-08-28,Engine Overhaul,1757.83
MNT-300902,EQ-1083,2023-02-28,Filter Change,3166.47
MNT-300903,EQ-1148,2023-04-13,Routine Service,2454.09
MNT-300904,EQ-1061,2023-12-08,Brake Check,324.11
MNT-300905,EQ-1065,2023-12-20,Engine Overhaul,1379.6
MNT-300906,EQ-1099,2023-04-29,Brake Check,269.82
MNT-300907,EQ-1149,2023-03-02,Routine Service,896.6
MNT-300908,EQ-1041,2024-01-29,Tire Replacement,2226.2
MNT-300909,EQ-1031,2023-05-20,Routine Service,2451.91
MNT-300910,EQ-1071,2024-04-05,Hydraulic Repair,1798.78
MNT-300911,EQ-1022,2023-08-21,Hydraulic Repair,1344.29
MNT-300912,EQ-1004,2023-09-06,Oil Change,1444.78
MNT-300913,EQ-1109,2023-10-08,General Maintenance,2472.28
MNT-300914,EQ-1146,2023-01-28,Routine Service,3384.91
MNT-300915,EQ-1048,2023-10-14,Tire Replacement,1611.51
MNT-300916,EQ-1138,2023-08-24,Tire Replacement,3138.13
MNT-300917,EQ-1063,2023-11-15,Routine Service,287.13
MNT-300918,EQ-1083,2023-10-25,Hydraulic Repair,1425.83
MNT-300919,EQ-1066,2024-05-01,Tire Replacement,2375.36
MNT-300920,EQ-1050,2024-03-25,Engine Overhaul,1006.71
MNT-300921,EQ-1023,2023-04-26,Brake Check,537.86
MNT-300922,EQ-1090,2024-01-13,Oil Change,2248.78
MNT-300923,EQ-1007,2023-06-28,Oil Change,1151.2
MNT-300924,EQ-1027,2023-05-27,Brake Check,390.45
MNT-300925,EQ-1107,2024-01-18,Routine Service,2118.33
MNT-300926,EQ-1065,2023-01-13,Brake Check,3375.61
MNT-300927,EQ-1066,2023-01-24,Tire Replacement,1572.87
MNT-300928,EQ-1124,2024-04-10,Tire Replacement,821.54
MNT-300929,EQ-1097,2023-03-22,Routine Service,3017.63
MNT-300930,EQ-1086,2023-09-18,Hydraulic Repair,507.48
MNT-300931,EQ-1084,2023-07-09,Brake Check,2100.79
MNT-300932,EQ-1049,2023-07-28,Engine Overhaul,194.58
MNT-300933,EQ-1020,2024-01-28,Engine Overhaul,159.43
MNT-300934,EQ-1123,2023-08-09,Oil Change,270.84
MNT-300935,EQ-1066,2023-02-08,Tire Replacement,2975.35
MNT-300936,EQ-1015,2024-02-13,Hydraulic Repair,2122.53
MNT-300937,EQ-1145,2023-05-31,Tire Replacement,2797.43
MNT-300938,EQ-1014,2024-02-12,Routine Service,2201.69
MNT-300939,EQ-1133,2023-10-23,Hydraulic Repair,3132.17
MNT-300940,EQ-1147,2023-04-27,Brake Check,1396.19
MNT-300941,EQ-1064,2023-01-29,Hydraulic Repair,3477.25
MNT-300942,EQ-1009,2023-01-16,Filter Change,2080.9
MNT-300943,EQ-1125,2023-01-13,Tire Replacement,752.15
MNT-300944,EQ-1095,2023-04-19,Hydraulic Repair,1733.33
MNT-300945,EQ-1133,2023-09-09,Tire Replacement,3119.49
MNT-300946,EQ-1141,2024-01-28,Tire Replacement,250.49
MNT-300947,EQ-1135,2023-06-07,Engine Overhaul,1772.78
MNT-300948,EQ-1119,2023-05-12,Filter Change,2803.39
MNT-300949,EQ-1050,2023-11-17,Oil Change,3273.26
MNT-300950,EQ-1031,2023-11-10,Oil Change,3470.48
MNT-300951,EQ-1148,2023-02-03,Filter Change,3361.49
MNT-300952,EQ-1037,2024-01-28,Hydraulic Repair,292.86
MNT-300953,EQ-1085,2023-07-04,Engine Overhaul,1408.58
MNT-300954,EQ-1034,2023-03-29,Routine Service,2645.94
MNT-300955,EQ-1140,2023-01-10,Routine Service,2040.27
MNT-300956,EQ-1099,2023-08-23,Oil Change,3127.18
MNT-300957,EQ-1135,2024-05-02,Tire Replacement,1798.78
MNT-300958,EQ-1117,2024-04-20,Filter Change,537.32
MNT-300959,EQ-1129,2023-09-05,Tire Replacement,2211.3
MNT-300960,EQ-1020,2023-12-17,Hydraulic Repair,3299.87
MNT-300961,EQ-1086,2024-05-11,Brake Check,1309.51
MNT-300962,EQ-1024,2023-04-08,Filter Change,1819.9
MNT-300963,EQ-1025,2024-05-14,Routine Service,2972.15
MNT-300964,EQ-1148,2024-02-05,Hydraulic Repair,1014.74
MNT-300965,EQ-1017,2023-04-17,Filter Change,1361.35
MNT-300966,EQ-1104,2023-04-16,Filter Change,923.77
MNT-300967,EQ-1129,2023-11-09,Hydraulic Repair,2557.15
MNT-300968,EQ-1010,2023-07-09,Oil Change,1955.36
MNT-300969,EQ-1019,2023-03-01,Tire Replacement,1798.78
MNT-300970,EQ-1023,2023-07-29,Brake Check,2561.96
MNT-300971,EQ-1139,2023-10-19,Brake Check,2150.06
MNT-300972,EQ-1027,2024-01-02,Tire Replacement,3378.53
MNT-300973,EQ-1025,2023-05-17,Brake Check,209.76
MNT-300974,EQ-1023,2023-06-23,Oil Change,1798.78
MNT-300975,EQ-1051,2023-04-11,Tire Replacement,2955.3
MNT-300976,EQ-1014,2023-02-01,Hydraulic Repair,1798.78
MNT-300977,EQ-1052,2023-01-09,Engine Overhaul,1619.09
MNT-300978,EQ-1021,2023-10-10,Tire Replacement,3088.25
MNT-300979,EQ-1015,2023-02-26,Hydraulic Repair,281.33
MNT-300980,EQ-1064,2024-01-11,Brake Check,2405.28
MNT-300981,EQ-1094,2023-05-06,Oil Change,1464.88
MNT-300982,EQ-1106,2023-10-09,Filter Change,298.18
MNT-300983,EQ-1103,2023-11-06,Filter Change,1143.48
MNT-300984,EQ-1115,2023-11-12,Tire Replacement,2576.28
MNT-300985,EQ-1055,2023-01-22,Oil Change,3352.14
MNT-300986,EQ-1113,2023-07-16,Routine Service,1866.28
MNT-300987,EQ-1080,2023-06-17,Tire Replacement,1052.57
MNT-300988,EQ-1112,2024-02-03,Routine Service,1854.84
MNT-300989,EQ-1126,2023-04-10,Hydraulic Repair,1622.87
MNT-300990,EQ-1038,2023-05-08,Routine Service,508.55
MNT-300991,EQ-1007,2023-11-16,Oil Change,2062.97
MNT-300992,EQ-1090,2023-12-06,Routine Service,134.17
MNT-300993,EQ-1127,2023-04-25,Routine Service,3393.24
MNT-300994,EQ-1128,2023-02-28,Filter Change,557.37
MNT-300995,EQ-1118,2024-01-27,Filter Change,1223.59
MNT-300996,EQ-1112,2024-02-12,Filter Change,383.61
MNT-300997,EQ-1081,2023-09-30,Filter Change,1415.93
MNT-300998,EQ-1041,2024-05-09,Oil Change,2817.03
MNT-300999,EQ-1037,2023-05-29,Tire Replacement,585.1
MNT-301000,EQ-1001,2024-03-15,Oil Change,3347.01
MNT-301001,EQ-1043,2023-12-05,Hydraulic Repair,2058.62
MNT-301002,EQ-1104,2024-01-02,Engine Overhaul,1252.39
MNT-301003,EQ-1000,2023-03-15,Filter Change,3310.08
MNT-301004,EQ-1087,2024-04-27,Oil Change,700.67
MNT-301005,EQ-1100,2023-09-21,Brake Check,275.42
MNT-301006,EQ-1137,2023-01-21,Filter Change,3001.8
MNT-301007,EQ-1122,2024-02-06,Tire Replacement,2233.37
MNT-301008,EQ-1140,2023-03-17,Unknown,913.65
MNT-301009,EQ-1044,2023-10-07,Routine Service,384.14
MNT-301010,EQ-1072,2023-04-29,Hydraulic Repair,3246.81
MNT-301011,EQ-1140,2024-04-19,Filter Change,1001.06
MNT-301012,EQ-1019,2024-02-17,Routine Service,2239.34
MNT-301013,EQ-1016,2023-03-28,Routine Service,1307.83
MNT-301014,EQ-1078,2024-02-07,Filter Change,1880.25
MNT-301015,EQ-1079,2023-09-21,Oil Change,3160.42
MNT-301016,EQ-1058,2024-01-26,Tire Replacement,152.72
MNT-301017,EQ-1032,2023-03-27,Routine Service,837.21
MNT-301018,EQ-1119,2023-12-28,Filter Change,1697.78
MNT-301019,EQ-1068,2023-04-03,Routine Service,367.08
MNT-301020,EQ-1120,2023-01-12,Oil Change,516.4
MNT-301021,EQ-1068,2023-07-26,Oil Change,2117.25
MNT-301022,EQ-1041,2023-07-27,Routine Service,2922.02
MNT-301023,EQ-1124,2024-01-16,Brake Check,2867.06
MNT-301024,EQ-1073,2023-10-21,Engine Overhaul,1280.8
MNT-301025,EQ-1020,2023-04-29,Filter Change,3268.15
MNT-301026,EQ-1025,2024-03-01,Filter Change,3226.91
MNT-301027,EQ-1094,2023-08-21,Filter Change,2464.68
MNT-301028,EQ-1043,2023-04-23,Filter Change,1687.78
MNT-301029,EQ-1149,2024-02-18,Routine Service,1340.2
MNT-301030,EQ-1037,2023-05-24,Routine Service,2285.06
MNT-301031,EQ-1022,2023-06-16,Filter Change,2017.87
MNT-301032,EQ-1044,2023-11-13,Brake Check,1491.41
MNT-301033,EQ-1042,2023-11-02,Oil Change,1101.57
MNT-301034,EQ-1057,2023-06-30,Oil Change,2114.13
MNT-301035,EQ-1116,2023-04-06,Oil Change,1373.76
MNT-301036,EQ-1085,2023-12-05,Oil Change,2770.78
MNT-301037,EQ-1118,2024-04-27,Hydraulic Repair,2736.05
MNT-301038,EQ-1040,2023-10-05,Routine Service,565.08
MNT-301039,EQ-1131,2023-06-17,Oil Change,1798.78
MNT-301040,EQ-1013,2023-10-19,Filter Change,1060.47
MNT-301041,EQ-1002,2024-04-12,Engine Overhaul,2698.4
MNT-301042,EQ-1004,2023-02-24,Engine Overhaul,474.79
MNT-301043,EQ-1017,2023-05-06,Engine Overhaul,1930.6
MNT-301044,EQ-1104,2023-09-21,Hydraulic Repair,1903.98
MNT-301045,EQ-1123,2023-04-13,Oil Change,524.78
MNT-301046,EQ-1091,2023-12-17,Tire Replacement,2861.69
MNT-301047,EQ-1046,2023-03-28,Routine Service,963.91
MNT-301048,EQ-1102,2023-01-17,Hydraulic Repair,1010.24
MNT-301049,EQ-1060,2023-07-31,Brake Check,2592.77
MNT-301050,EQ-1065,2024-01-06,Brake Check,2659.73
MNT-301051,EQ-1066,2023-06-04,Routine Service,147.54
MNT-301052,EQ-1113,2023-01-08,Brake Check,1798.78
MNT-301053,EQ-1053,2023-11-21,Engine Overhaul,2733.02
MNT-301054,EQ-1022,2024-03-19,Brake Check,1667.71
MNT-301055,EQ-1008,2023-05-12,Unknown,1555.24
MNT-301056,EQ-1102,2023-04-28,Tire Replacement,578.97
MNT-301057,EQ-1079,2023-01-20,Oil Change,2609.32
MNT-301058,EQ-1124,2023-10-20,Unknown,3350.3
MNT-301059,EQ-1056,2023-06-16,Oil Change,3355.39
MNT-301060,EQ-1028,2023-08-09,Tire Replacement,643.94
MNT-301061,EQ-1113,2024-04-18,Filter Change,1798.78
MNT-301062,EQ-1144,2024-03-06,Engine Overhaul,744.63
MNT-301063,EQ-1006,2023-12-16,Oil Change,2504.83
MNT-301064,EQ-1123,2024-01-01,Oil Change,3248.88
MNT-301065,EQ-1031,2024-02-01,Hydraulic Repair,2665.61
MNT-301066,EQ-1145,2023-01-29,Brake Check,210.96
MNT-301067,EQ-1061,2024-03-27,Hydraulic Repair,2279.55
MNT-301068,EQ-1130,2023-02-23,Brake Check,1798.78
MNT-301069,EQ-1034,2023-02-15,Tire Replacement,1067.39
MNT-301070,EQ-1082,2024-03-25,Tire Replacement,966.05
MNT-301071,EQ-1015,2023-04-05,Routine Service,3156.24
MNT-301072,EQ-1145,2023-02-20,Tire Replacement,3100.8
MNT-301073,EQ-1085,2023-04-19,Routine Service,1797.76
MNT-301074,EQ-1119,2023-07-22,Hydraulic Repair,121.63
MNT-301075,EQ-1083,2023-12-29,Routine Service,1714.48
MNT-301076,EQ-1026,2023-08-29,Filter Change,1932.44
MNT-301077,EQ-1083,2024-01-01,Brake Check,2703.0
MNT-301078,EQ-1018,2023-01-31,Brake Check,2117.28
MNT-301079,EQ-1016,2023-07-29,Brake Check,1541.56
MNT-301080,EQ-1059,2023-02-07,Oil Change,2352.58
MNT-301081,EQ-1106,2023-08-23,Hydraulic Repair,2174.98
MNT-301082,EQ-1000,2023-06-14,Oil Change,517.49
MNT-301083,EQ-1020,2023-08-05,Hydraulic Repair,418.55
MNT-301084,EQ-1091,2023-04-17,Brake Check,1176.68
MNT-301085,EQ-1077,2023-03-13,Filter Change,2712.95
MNT-301086,EQ-1105,2023-12-05,Filter Change,3315.89
MNT-301087,EQ-1114,2023-07-30,Tire Replacement,2873.76
MNT-301088,EQ-1013,2023-08-28,Tire Replacement,505.08
MNT-301089,EQ-1003,2023-05-14,Engine Overhaul,3042.51
MNT-301090,EQ-1108,2023-05-19,Oil Change,3378.62
MNT-301091,EQ-1123,2023-01-22,Engine Overhaul,109.56
MNT-301092,EQ-1017,2024-03-24,Oil Change,2657.82
MNT-301093,EQ-1123,2023-01-28,Engine Overhaul,1798.78
MNT-301094,EQ-1120,2023-09-17,Routine Service,2650.81
MNT-301095,EQ-1088,2023-07-13,Unknown,3230.59
MNT-301096,EQ-1006,2023-03-03,Routine Service,2901.07
MNT-301097,EQ-1032,2023-04-11,Brake Check,1281.53
MNT-301098,EQ-1013,2023-05-07,Routine Service,774.38
MNT-301099,EQ-1143,2023-05-14,Oil Change,2229.98
MNT-301100,EQ-1141,2023-02-07,Routine Service,3193.83
MNT-301101,EQ-1080,2023-11-24,Brake Check,2898.68
MNT-301102,EQ-1021,2023-06-14,Oil Change,1392.21
MNT-301103,EQ-1098,2023-08-10,Brake Check,1494.3
MNT-301104,EQ-1124,2023-02-16,Engine Overhaul,2608.45
MNT-301105,EQ-1143,2023-04-23,Oil Change,1649.56
MNT-301106,EQ-1027,2023-12-18,Hydraulic Repair,2942.98
MNT-301107,EQ-1006,2023-06-10,Engine Overhaul,2280.48
MNT-301108,EQ-1120,2023-11-22,Routine Service,3261.46
MNT-301109,EQ-1015,2023-02-06,Tire Replacement,626.67
MNT-301110,EQ-1023,2024-01-19,Unknown,1798.03
MNT-301111,EQ-1062,2024-03-30,Engine Overhaul,1229.99
MNT-301112,EQ-1096,2024-02-26,Oil Change,356.9
MNT-301113,EQ-1019,2023-12-23,Filter Change,411.33
MNT-301114,EQ-1024,2023-04-21,Filter Change,1511.89
MNT-301115,EQ-1050,2023-07-14,Tire Replacement,2876.52
MNT-301116,EQ-1098,2024-03-09,Oil Change,2555.88
MNT-301117,EQ-1077,2023-10-07,Oil Change,2883.06
MNT-301118,EQ-1119,2023-12-15,Brake Check,1819.31
MNT-301119,EQ-1095,2023-02-16,Hydraulic Repair,3080.4
MNT-301120,EQ-1076,2024-03-02,Hydraulic Repair,1897.09
MNT-301121,EQ-1035,2023-11-01,Brake Check,120.19
MNT-301122,EQ-1127,2024-03-31,Routine Service,964.18
MNT-301123,EQ-1132,2024-01-13,General Maintenance,1869.59
MNT-301124,EQ-1013,2023-01-14,Engine Overhaul,332.74
MNT-301125,EQ-1047,2023-01-05,Engine Overhaul,1439.17
MNT-301126,EQ-1026,2023-05-03,Brake Check,2998.81
MNT-301127,EQ-1084,2023-10-31,Oil Change,1018.11
MNT-301128,EQ-1025,2024-01-03,Tire Replacement,2145.59
MNT-301129,EQ-1081,2023-04-17,Filter Change,447.05
MNT-301130,EQ-1062,2023-01-19,Filter Change,707.46
MNT-301131,EQ-1118,2024-04-12,Engine Overhaul,1208.53
MNT-301132,EQ-1027,2023-07-01,Routine Service,993.94
MNT-301133,EQ-1057,2023-01-12,Oil Change,404.04
MNT-301134,EQ-1009,2023-03-29,Routine Service,1364.98
MNT-301135,EQ-1123,2023-08-12,Hydraulic Repair,847.62
MNT-301136,EQ-1144,2023-06-14,Tire Replacement,3426.53
MNT-301137,EQ-1148,2023-12-22,Engine Overhaul,1708.32
MNT-301138,EQ-1021,2023-03-15,Tire Replacement,616.11
MNT-301139,EQ-1043,2024-02-08,Tire Replacement,2491.5
MNT-301140,EQ-1137,2024-03-07,Engine Overhaul,288.25
MNT-301141,EQ-1093,2023-06-26,Tire Replacement,2813.84
MNT-301142,EQ-1101,2023-02-05,Oil Change,572.17
MNT-301143,EQ-1039,2024-04-11,Filter Change,1576.32
MNT-301144,EQ-1125,2023-08-22,Routine Service,1798.78
MNT-301145,EQ-1136,2023-01-24,Filter Change,3000.48
MNT-301146,EQ-1017,2023-08-20,Tire Replacement,1961.29
MNT-301147,EQ-1140,2023-05-07,Brake Check,2015.59
MNT-301148,EQ-1146,2023-08-10,Oil Change,1352.36
MNT-301149,EQ-1082,2023-11-25,Oil Change,1798.78
MNT-301150,EQ-1006,2023-11-20,Oil Change,3198.35
MNT-301151,EQ-1002,2023-01-26,Tire Replacement,134.8
MNT-301152,EQ-1147,2023-02-05,Brake Check,3274.41
MNT-301153,EQ-1000,2024-01-27,Brake Check,2364.97
MNT-301154,EQ-1043,2023-03-20,Engine Overhaul,649.64
MNT-301155,EQ-1003,2023-06-26,Hydraulic Repair,747.91
MNT-301156,EQ-1033,2023-04-11,Oil Change,1002.87
MNT-301157,EQ-1015,2023-10-20,Tire Replacement,1038.89
MNT-301158,EQ-1110,2023-12-31,Filter Change,1798.78
MNT-301159,EQ-1078,2023-06-22,Hydraulic Repair,2089.57
MNT-301160,EQ-1047,2023-08-18,Routine Service,3168.16
MNT-301161,EQ-1041,2024-02-27,Routine Service,214.12
MNT-301162,EQ-1040,2023-12-07,Filter Change,222.69
MNT-301163,EQ-1070,2023-04-20,Oil Change,2293.74
MNT-301164,EQ-1044,2023-11-08,Oil Change,2340.06
MNT-301165,EQ-1085,2024-03-25,Filter Change,1344.84
MNT-301166,EQ-1116,2023-05-02,Hydraulic Repair,264.83
MNT-301167,EQ-1035,2024-02-10,Brake Check,3073.13
MNT-301168,EQ-1124,2024-01-08,Oil Change,2600.91
MNT-301169,EQ-1125,2023-05-01,Hydraulic Repair,1798.78
MNT-301170,EQ-1121,2024-01-20,Routine Service,3113.54
MNT-301171,EQ-1023,2023-02-18,Oil Change,1798.78
MNT-301172,EQ-1130,2024-02-28,Filter Change,2522.31
MNT-301173,EQ-1043,2023-06-18,Hydraulic Repair,2268.98
MNT-301174,EQ-1071,2024-04-15,Filter Change,2330.09
MNT-301175,EQ-1094,2023-11-29,Engine Overhaul,1643.69
MNT-301176,EQ-1065,2023-08-11,Filter Change,1070.59
MNT-301177,EQ-1077,2023-04-08,Engine Overhaul,1972.76
MNT-301178,EQ-1114,2024-03-02,Routine Service,127.17
MNT-301179,EQ-1126,2023-04-18,Filter Change,1798.78
MNT-301180,EQ-1140,2023-05-28,Routine Service,1798.78
MNT-301181,EQ-1055,2023-06-03,Hydraulic Repair,728.97
MNT-301182,EQ-1043,2023-09-13,Filter Change,553.24
MNT-301183,EQ-1018,2023-09-10,Engine Overhaul,923.88
MNT-301184,EQ-1067,2023-08-28,Brake Check,1798.78
MNT-301185,EQ-1067,2023-05-27,Filter Change,1403.9
MNT-301186,EQ-1037,2023-11-23,Engine Overhaul,1349.76
MNT-301187,EQ-1078,2024-02-13,Tire Replacement,2783.86
MNT-301188,EQ-1127,2023-06-28,Oil Change,1974.4
MNT-301189,EQ-1111,2024-01-31,Brake Check,2700.47
MNT-301190,EQ-1147,2023-05-09,Engine Overhaul,110.51
MNT-301191,EQ-1112,2023-02-17,Engine Overhaul,2709.93
MNT-301192,EQ-1028,2023-07-21,Filter Change,725.05
MNT-301193,EQ-1067,2024-01-17,Oil Change,3079.18
MNT-301194,EQ-1073,2023-10-25,Filter Change,2481.88
MNT-301195,EQ-1085,2023-07-25,Routine Service,195.43
MNT-301196,EQ-1109,2023-11-28,Filter Change,370.33
MNT-301197,EQ-1060,2024-01-09,Hydraulic Repair,2661.39
MNT-301198,EQ-1117,2024-01-11,Brake Check,1233.34
MNT-301199,EQ-1123,2024-02-17,Brake Check,2224.22
MNT-301200,EQ-1019,2024-01-29,Brake Check,1581.54
